i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,2549,2282,8.97940403155127,18.06541856519783,386
1,2619,2352,8.412414965986395,15.86901579163466,350
2,2546,2275,7.66989010989011,5.77334106223521,394
3,2621,2346,8.193947144075022,19.23220110312035,389
4,2650,2384,8.552852348993289,26.120970359755898,435
5,2557,2275,10.166153846153847,22.974072283663876,350
6,2530,2250,8.763111111111112,11.158987174714024,373
7,2632,2361,7.82295637441762,9.192791214836262,358
8,2540,2265,7.81280353200883,6.315006434536991,411
9,2599,2323,7.855359448988377,10.799296081531919,377
